Timestamp,A1. Your age (আপনার বয়স) ,A2. You are (আপনি ) ,A3. Your religion(আপনার ধর্ম) ,A4. Your marital status(আপনার বৈবাহিক অবস্থা) ,A5. Where do you live?(আপনি কোথায় বসবাস করেন ?) ,A6. Occupation(পেশা) ,B1. What kind of family do you live in?(আপনি কি ধরনের পরিবারে বসবাস করেন?) ,"B2. How much time do you typically spend with your family each day? (আপনি প্রতিদিন সাধারণ কত সময় আপনার পরিবারের সাথে কাটান?)
____________ Hours(ঘন্টা)","B3. How is your relationship with your family?(আপনার পরিবারের সাথে আপনার সম্পর্ক কেমন?)
",B4. How do you usually feel when meeting people in person?(আপনি কারো সাথে দেখা হলে সাধারণত কেমন অনুভব করেন?) ,C1. What is your height?(আপনার উচ্চতা কত?) ,C2. What is your weight? (আপনার ওজন কত?) ,"C3. How long do you typically sit while watching Facebook Reels?(ফেসবুক রিলস দেখার সময় আপনি সাধারণত কতক্ষণ বসে থাকেন?)
","C4. Do you experience any physical problems (such as headaches, eye strain, back or shoulder pain, etc.) due to watching too much Facebook Reels? (অতিরিক্ত ফেসবুক রিলস দেখার কারণে কি আপনার কোনো শারীরিক সমস্যা (যেমন: মাথাব্যথা, চোখব্যথা, কোমর বা কাঁধে ব্যথা ইত্যাদি)হয়?)
","D1. How long have you been watching Facebook Reels?(আপনি কত দিন থেকে ফেইসবুক  রিলস দেখেন?)
 _________ Years(বছর ) ","D2. How many times do you spend watching Facebook reels?(আপনি প্রতিদিন কতক্ষন রিলস দেখেন?)
","D3. When do you usually watch reels more? (আপনি সাধারণত কখন রিলস বেশী দেখেন?)
","D4. Do you use Facebook Reels while doing other tasks?(আপনি কি রিলস দেখার সময় অন্য কাজও করেন?)
",E1. How many hours do you sleep on average every day?(আপনি প্রতি দিন গড়ে কত ঘন্টা ঘুমান ? ),E2. Do you have trouble sleeping after watching the release?(রিলস  দেখার পর কি আপনার ঘুমের সমস্যা হয়?),E3. Are You Involved with exercise or sports?(আপনি কি ব্যায়াম বা খেলাধুলার সাথে জড়িত?) ,"E4. Do you consume any intoxicating substances such as cigarettes, alcohol, or cannabis?আপনি কি কোনো নেশাজাতীয় দ্রব্য (যেমন সিগারেট, মদ, গাঁজা ইত্যাদি) সেবন করেন?)",F1. Do you feel your attention span has decreased due to watching Reels?(রিলস দেখার কারণে কি আপনার মনোযোগের মাত্রা কমে গেছে বলে মনে হয়?),F2. Has watching reels reduced your memory?(রিলস দেখার ফলে কি আপনার স্মরণশক্তি  কমে  গেছে? ) ,F3. Has your interest in learning or trying new things decreased due to Reels?(রিলস দেখার কারণে কি আপনার শেখার বা নতুন কিছু শিখতে আগ্রহ কমে গেছে?),F4. Do you feel that watching too much Reels affects your work or study performance? (অতিরিক্ত রিলস দেখার কারণে কি আপনার কাজ বা পড়াশোনায় প্রভাব পড়ে?),"G1. Do you experience sudden anger, sadness, anxiety, or mood swings?(আপনি কি হঠাৎ রাগ, দুঃখ, উদ্বেগ বা মন খারাপ অনুভব করেন? )","G2. Do you feel anxious or worried that you are missing out on something when you don’t watch   Reels?(রিলস না দেখলে কি উদ্বিগ্ন বা “FOMO” (Fear of Missing  Out – অন্যরা যা দেখছে বা করছে, তা থেকে বাদ পড়ার ভয়) অনুভব করেন?)
","G3. Do you feel low or compare yourself with others after watching Reels?(ফেসবুক রিলস দেখে কি আপনি অন্যদের সাথে নিজের তুলনা করে হতাশ বা হীনমন্য বোধ করেন?)
",G4. Have you ever isolated yourself from family or friends due to excessive Reels watching?(অতিরিক্ত রিলস দেখার কারণে কি কখনো পরিবার বা বন্ধুদের সঙ্গে সামাজিকভাবে বিচ্ছিন্ন হয়ে পড়েছেন? ),"G5. Do social media or Reels create mental stress for you?(রিলস বা সোশ্যাল মিডিয়ার কারণে কি আপনি মানসিক চাপ অনুভব করেন?)
","G6. Do you sometimes or often experience panic attacks(racing heartbeat, shortness of breath?) (আপনি কি কখনো আতঙ্ক বা প্যানিক অ্যাটাক(দ্রুত হৃদস্পন্দন, শ্বাসকষ্ট) অনুভব করেন?)",G7.What type are you according to your behavior?(আপনার আচরণ অনুযায়ী আপনি কোন ধরণের?) ,"G8.Do you watch reels because of an addiction, even if you don't have the desire to watch them? (আপনার রিলস দেখার ইচ্ছা না থাকলেও আসক্তির কারণে আপনি কি  রিলস দেখেন?) ",H1. Does your mental state change after watching Facebook viral reels?(ফেসবুক এ ভাইরাল রিলস দেখার পরে কি আপনার মানসিক অবস্থার পরিবর্তন হয়?),"H2. Does watching tragic or entertaining content on Facebook Reels have any effect on your mental state (excitement, enthusiasm,anxiety)?(ফেসবুক রিলস এ মর্মান্তিক বা বিনোদনমূলক বিষয়বস্তু দেখলে সেটা কি আপনার মানসিক অবস্থার (যেমন: উত্তেজনা,উদ্দীপনা, উদ্বেগ) উপর কোনো  প্রভাব ফেলে?)
",H3. Do you become distracted or inattentive after watching viral reels on Facebook?(ফেসবুক এ ভাইরাল রিলস দেখার পর আপনি কি বিভ্রান্ত বা অমনোযোগী হয়ে যান?),H4. Does your brain feel extra pressure after watching viral content?(ভাইরাল কনটেন্ট দেখার পর কি আপনার মস্তিষ্কে অতিরিক্ত চাপ অনুভব হয়?),H5. Does watching viral reels on Facebook before bed change your sleep quality?(ঘুমানোর আগে ফেসবুকে ভাইরাল রিলস দেখার কারণে কি আপনার ঘুমের মানের কোনো পরিবর্তন হয়?),H6. Does watching emotional reels make you lose focus on studies or work?(আবেগপ্রবণ রিলস  দেখার পর কি আপনার পড়াশোনা বা কাজের প্রতি মনোযোগ কমে যায়?),"H7. When a viral reel sparks excitement or curiosity in you, do you feel inclined to watch more reels related to that?(যখন কোনো ভাইরাল রিলস আপনার মধ্যে উত্তেজনা বা কৌতূহল জাগিয়ে তোলে, তখন কি আপনি সেই সম্পর্কিত আরও রিলস দেখার জন্য আগ্রহী হন?)"
3/28/2026 22:11:41,33,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Service Holder (চাকুরীজীবী),Single family(একক পরিবার ),2,Very Good (খুবই ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.6,72,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,2 hours (২ ঘন্টা),Before Sleeping (ঘুমানোর আগে),"Yes, frequently (হ্যাঁ, প্রায়ই)",6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Very negative (খুব নেতিবাচক),Often (প্রায়ই),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 22:41:33,35,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Urban Area (শহুরে এলাকা),Service Holder (চাকুরীজীবী),Single family(একক পরিবার ),3,Moderate (মাঝারি),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.4,59,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,2 hours (২ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 22:45:44,35,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Service Holder (চাকুরীজীবী),Joint Family (যৌথ পরিবার),3,Moderate (মাঝারি),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.7,72,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Rarely (খুব কম হয়),4,2 hours (২ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Never (কখনো না),No (না),No (না),Yes (হ্যাঁ),Very Rarely (খুব কম),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 22:49:36,32,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Others (অন্যান্য),Single family(একক পরিবার ),1,Bad (খারাপ),Somewhat Uncomfortable (কিছুটা অস্বস্তি বোধ করি),5.6,78,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,3 hours (৩ ঘন্টা),Before Sleeping (ঘুমানোর আগে),Sometimes (মাঝে মাঝে),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Rarely (খুব কম),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Never (কখনো না),No (না),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Very Rarely (খুব কম),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Poor Sleep Quality (ঘুমের মান খারাপ হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 22:54:15,33,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Service Holder (চাকুরীজীবী),Joint Family (যৌথ পরিবার),3,Moderate (মাঝারি),Very Uncomfortable (খুব অস্বস্তি বোধ করি),5.3,55,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,3 hours (৩ ঘন্টা),During Work Break (কাজের ফাঁকে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),No (না),Decreased a little (কিছুটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Always (সবসময়),Major Change (বেশি পরিবর্তন হয়),Not Sure (নিশ্চিত না),Often (প্রায়শই),High Stress (অত্যধিক চাপ অনুভব হয়),Poor Sleep Quality (ঘুমের মান খারাপ হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 23:02:15,31,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Others (অন্যান্য),Joint Family (যৌথ পরিবার),2,Good (ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.5,62,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,More than that (আরো বেশি),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),No (না),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Never (কখনো না),No (না),No (না),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Always (সবসময়),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 23:08:58,30,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Others (অন্যান্য),Joint Family (যৌথ পরিবার),3,Moderate (মাঝারি),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.6,59,1–2 hours (১–২ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,More than that (আরো বেশি),Leisure Time (অবসর সময়),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),No (না),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Very Rarely (খুব কম),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 23:17:16,34,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Service Holder (চাকুরীজীবী),Joint Family (যৌথ পরিবার),2,Good (ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.8,72,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,3 hours (৩ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Never (কখনো না),No (না),"Yes, frequently (হ্যাঁ, প্রায়ই)",Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 23:21:42,32,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Service Holder (চাকুরীজীবী),Joint Family (যৌথ পরিবার),3,Moderate (মাঝারি),Somewhat Uncomfortable (কিছুটা অস্বস্তি বোধ করি),5.2,63,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Rarely (খুব কম হয়),4,3 hours (৩ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),No (না),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Always (সবসময়),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Always (সবসময়),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 23:25:44,30,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Service Holder (চাকুরীজীবী),Single family(একক পরিবার ),2,Good (ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.7,65,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Rarely (খুব কম হয়),4,2 hours (২ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Never (কখনো না),No (না),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
3/28/2026 23:30:57,35,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Service Holder (চাকুরীজীবী),Joint Family (যৌথ পরিবার),1,Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5.5,75,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,2 hours (২ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Always (সবসময়),Never (কখনো না),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
4/3/2026 15:55:55,34,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Others (অন্যান্য),Single family(একক পরিবার ),4,Good (ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.7,67,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),2,2 hours (২ ঘন্টা),Afternoon (বিকালে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Did not decrease (কমেনি),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Not Sure (নিশ্চিত না),Very Rarely (খুব কম),Introvert (অন্তর্মুখী),Sometimes (মাঝে মাঝে),Some Change (কিছুটা পরিবর্তন হয়),Negative Impact (নেতিবাচক প্রভাব),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Poor Sleep Quality (ঘুমের মান খারাপ হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
4/3/2026 16:02:06,35,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Businessperson (ব্যবসায়ী),Single family(একক পরিবার ),2,Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5.8,74,Less than 30 minutes (৩০ মিনিটের কম),Sometimes (মাঝে মাঝে হয়),1,1 hour (এক ঘন্টা),During Work Break (কাজের ফাঁকে),"Yes, frequently (হ্যাঁ, প্রায়ই)",Less than 6 hours (৬ ঘণ্টার কম),Yes (হ্যা),Never (কখনো না),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Sometimes (মাঝে মাঝে),No (না),Sometimes (মাঝে মাঝে),No (না),Sometimes (মাঝে মাঝে),Extrovert (বহির্মুখী),Sometimes (মাঝে মাঝে),Some Change (কিছুটা পরিবর্তন হয়),Negative Impact (নেতিবাচক প্রভাব),Often (প্রায়শই),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
4/3/2026 16:05:47,31,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Service Holder (চাকুরীজীবী),Single family(একক পরিবার ),0,Good (ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.1,62,1–2 hours (১–২ ঘন্টা),Often (প্রায়ই হয়),4,More than that (আরো বেশি),Leisure Time (অবসর সময়),No (না),Less than 6 hours (৬ ঘণ্টার কম),Yes (হ্যা),Rarely (খুব কম),Yes (হ্যাঁ),Decreased a lot (অনেকটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Often (প্রায়ই),Often (প্রায়ই),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Introvert (অন্তর্মুখী),Often (প্রায়ই),Major Change (বেশি পরিবর্তন হয়),Negative Impact (নেতিবাচক প্রভাব),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Poor Sleep Quality (ঘুমের মান খারাপ হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
4/8/2026 21:00:27,29,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Others (অন্যান্য),Joint Family (যৌথ পরিবার),3,Moderate (মাঝারি),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5.4,66,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,2 hours (২ ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Never (কখনো না),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Sometimes (মাঝে মাঝে),Extrovert (বহির্মুখী),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Negative Impact (নেতিবাচক প্রভাব),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
4/8/2026 21:00:55,33,Female(মেয়ে),Islam (ইসলাম),Married (বিবাহিত),Urban Area (শহুরে এলাকা),Others (অন্যান্য),Joint Family (যৌথ পরিবার),3,Good (ভালো),Neutral (নিরপেক্ষ),5.3,55,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),4,3 hours (৩ ঘন্টা),Leisure Time (অবসর সময়),Sometimes (মাঝে মাঝে),6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Rarely (খুব কম),No (না),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Never (কখনো না),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Never (কখনো না),Ambivert (মাঝামাঝি),Sometimes (মাঝে মাঝে),Some Change (কিছুটা পরিবর্তন হয়),Negative Impact (নেতিবাচক প্রভাব),Sometimes (মাঝে মাঝে),Low Stress (সামান্য চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),Sometimes Interested (মাঝে মাঝে আগ্রহ হয়)
